P_NAME,P_RADIUS,P_PERIOD,S_NAME,S_METALLICITY,S_MASS,S_RADIUS,S_TEMPERATURE,P_DISTANCE,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,S_LUMINOSITY,P_HABITABLE
Kepler-202 c,1.84965,16.282493,Kepler-202,0.014020760003518647,1.0038376485013707,0.67,4668.0,0.113,501.00966,501.00966,501.00966,0.19096846,0.0
Kepler-203 b,2.56709,3.162697,Kepler-203,0.014020760003518647,1.0038376485013707,1.11,5821.0,0.043,1303.5927,1303.5927,1303.5927,1.267433,0.0
Kepler-203 c,2.4662,5.370647,Kepler-203,0.014020760003518647,1.0038376485013707,1.11,5821.0,0.061,1094.4886,1094.4886,1094.4886,1.267433,0.0
Kepler-203 d,1.43488,11.32972,Kepler-203,0.014020760003518647,1.0038376485013707,1.11,5821.0,0.1,854.82292,854.82292,854.82292,1.267433,0.0
Kepler-204 b,2.53346,14.400974,Kepler-204,0.014020760003518647,1.0038376485013707,1.24,5812.0,0.117,833.98951,833.98951,833.98951,1.5719345,0.0
Kepler-204 c,1.7936,25.660593,Kepler-204,0.014020760003518647,1.0038376485013707,1.24,5812.0,0.173,685.85209,685.85209,685.85209,1.5719345,0.0
Kepler-205 b,1.51335,2.75564,Kepler-205,0.014020760003518647,1.0038376485013707,0.55,4321.0,0.032,789.60101,789.60101,789.60101,0.094482438,0.0
Kepler-205 c,1.63666,20.306546,Kepler-205,0.014020760003518647,1.0038376485013707,0.55,4321.0,0.122,404.3922,404.3922,404.3922,0.094482438,0.0
Kepler-206 b,1.19947,7.781987,Kepler-206,0.014020760003518647,1.0038376485013707,1.19,5764.0,0.078,992.35537,992.35537,992.35537,1.400485,0.0
Kepler-206 c,1.77118,13.137471,Kepler-206,0.014020760003518647,1.0038376485013707,1.19,5764.0,0.111,831.86535,831.86535,831.86535,1.400485,0.0
Kepler-206 d,1.18826,23.44281,Kepler-206,0.014020760003518647,1.0038376485013707,1.19,5764.0,0.163,686.46867,686.46867,686.46867,1.400485,0.0
Kepler-207 b,1.5694,1.611865,Kepler-207,0.014020760003518647,1.0038376485013707,1.59,5920.0,0.029,1932.1389,1932.1389,1932.1389,2.7820807,0.0
Kepler-207 c,1.50214,3.071571,Kepler-207,0.014020760003518647,1.0038376485013707,1.59,5920.0,0.044,1568.5956,1568.5956,1568.5956,2.7820807,0.0
Kepler-207 d,3.30695,5.868075,Kepler-207,0.014020760003518647,1.0038376485013707,1.59,5920.0,0.068,1261.7778,1261.7778,1261.7778,2.7820807,0.0
Kepler-208 b,1.62545,4.22864,Kepler-208,0.014020760003518647,1.0038376485013707,1.31,6092.0,0.054,1322.5611,1322.5611,1322.5611,2.1177311,0.0
Kepler-208 c,1.39004,7.466623,Kepler-208,0.014020760003518647,1.0038376485013707,1.31,6092.0,0.079,1093.4504,1093.4504,1093.4504,2.1177311,0.0
Kepler-208 d,1.19947,11.131786,Kepler-208,0.014020760003518647,1.0038376485013707,1.31,6092.0,0.103,957.62175,957.62175,957.62175,2.1177311,0.0
Kepler-208 e,1.47972,16.259458,Kepler-208,0.014020760003518647,1.0038376485013707,1.31,6092.0,0.132,845.9129,845.9129,845.9129,2.1177311,0.0
Kepler-209 b,2.26442,16.087845,Kepler-209,0.014020760003518647,1.0038376485013707,0.94,5513.0,0.122,674.51106,674.51106,674.51106,0.73130126,0.0
Kepler-209 c,3.10517,41.749882,Kepler-209,0.014020760003518647,1.0038376485013707,0.94,5513.0,0.231,490.18837,490.18837,490.18837,0.73130126,0.0
Kepler-21 b,1.63666,2.78578,Kepler-21,-0.03,1.41,1.9,6305.0,0.042725543,1853.3939,1835.1793,1872.2574,5.111357,0.0
Kepler-210 b,2.93702,2.453234,Kepler-210,0.014020760003518647,1.0038376485013707,0.65,4559.0,0.032,905.6666,905.6666,905.6666,0.1635286,0.0
Kepler-210 c,3.62083,7.972513,Kepler-210,0.014020760003518647,1.0038376485013707,0.65,4559.0,0.07,612.34239,612.34239,612.34239,0.1635286,0.0
Kepler-211 b,1.25552,4.138575,Kepler-211,0.014020760003518647,1.0038376485013707,0.82,5123.0,0.048,933.3139,933.3139,933.3139,0.4149672,0.0
Kepler-211 c,1.28915,6.04045,Kepler-211,0.014020760003518647,1.0038376485013707,0.82,5123.0,0.062,821.20675,821.20675,821.20675,0.4149672,0.0
Kepler-212 b,1.08737,16.257582,Kepler-212,0.014020760003518647,1.0038376485013707,1.46,5852.0,0.133,854.61792,854.61792,854.61792,2.2398123,0.0
Kepler-212 c,2.73524,31.805174,Kepler-212,0.014020760003518647,1.0038376485013707,1.46,5852.0,0.207,685.03482,685.03482,685.03482,2.2398123,0.0
Kepler-213 b,1.62545,2.46236,Kepler-213,0.014020760003518647,1.0038376485013707,1.2,5696.0,0.036,1449.5274,1449.5274,1449.5274,1.3580978,0.0
Kepler-213 c,2.34289,4.822962,Kepler-213,0.014020760003518647,1.0038376485013707,1.2,5696.0,0.057,1151.9676,1151.9676,1151.9676,1.3580978,0.0
Kepler-214 b,2.61193,15.660544,Kepler-214,0.014020760003518647,1.0038376485013707,1.35,6169.0,0.13,876.24802,876.24802,876.24802,2.3649135,0.0
Kepler-214 c,2.1299,28.7798,Kepler-214,0.014020760003518647,1.0038376485013707,1.35,6169.0,0.194,717.29509,717.29509,717.29509,2.3649135,0.0
Kepler-215 b,1.62545,9.360672,Kepler-215,0.014020760003518647,1.0038376485013707,1.03,5739.0,0.084,885.79304,885.79304,885.79304,1.0311171,0.0
Kepler-215 c,1.77118,14.667108,Kepler-215,0.014020760003518647,1.0038376485013707,1.03,5739.0,0.113,763.7174,763.7174,763.7174,1.0311171,0.0
Kepler-215 d,2.38773,30.864423,Kepler-215,0.014020760003518647,1.0038376485013707,1.03,5739.0,0.185,596.87865,596.87865,596.87865,1.0311171,0.0
Kepler-215 e,1.74876,68.16101,Kepler-215,0.014020760003518647,1.0038376485013707,1.03,5739.0,0.314,458.14936,458.14936,458.14936,1.0311171,0.0
Kepler-216 b,2.3541,7.693641,Kepler-216,0.014020760003518647,1.0038376485013707,1.26,6091.0,0.079,1072.2039,1072.2039,1072.2039,1.9578713,0.0
Kepler-216 c,3.03791,17.406669,Kepler-216,0.014020760003518647,1.0038376485013707,1.26,6091.0,0.136,817.18708,817.18708,817.18708,1.9578713,0.0
Kepler-217 b,2.23079,5.374943,Kepler-217,0.014020760003518647,1.0038376485013707,1.8,6171.0,0.065,1431.3709,1431.3709,1431.3709,4.2097455,0.0
Kepler-217 c,1.84965,8.586004,Kepler-217,0.014020760003518647,1.0038376485013707,1.8,6171.0,0.089,1223.2462,1223.2462,1223.2462,4.2097455,0.0
Kepler-217 d,1.32278,3.8868952,Kepler-217,0.014020760003518647,1.0038376485013707,1.8,6171.0,4.047676734610659,804.1932016099973,793.683031961247,824.9372727000268,4.2097455,0.0
Kepler-218 b,1.47972,3.619337,Kepler-218,0.014020760003518647,1.0038376485013707,1.06,5502.0,0.046,1164.1573,1164.1573,1164.1573,0.92253472,0.0
Kepler-218 c,3.1388,44.699576,Kepler-218,0.014020760003518647,1.0038376485013707,1.06,5502.0,0.248,501.37739,501.37739,501.37739,0.92253472,0.0
Kepler-218 d,2.65677,124.52446,Kepler-218,0.014020760003518647,1.0038376485013707,1.06,5502.0,4.047676734610659,804.1932016099973,793.683031961247,824.9372727000268,0.92253472,0.0
Kepler-219 b,2.94823,4.585512,Kepler-219,0.014020760003518647,1.0038376485013707,1.49,5786.0,0.057,1303.9208,1303.9208,1303.9208,2.2293328,0.0
Kepler-219 c,3.57599,22.714613,Kepler-219,0.014020760003518647,1.0038376485013707,1.49,5786.0,0.165,766.38441,766.38441,766.38441,2.2293328,0.0
Kepler-219 d,2.81371,47.903645,Kepler-219,0.014020760003518647,1.0038376485013707,1.49,5786.0,0.272,596.90358,596.90358,596.90358,2.2293328,0.0
Kepler-22 b,2.37652,289.8623,Kepler-22,-0.29,0.97,0.98,5518.0,0.849,261.31116,261.31116,261.31116,0.79775141,2.0
Kepler-220 b,0.80712,4.159807,Kepler-220,0.014020760003518647,1.0038376485013707,0.67,4632.0,0.046,779.19132,779.19132,779.19132,0.1851452,0.0
Kepler-220 c,1.5694,9.034199,Kepler-220,0.014020760003518647,1.0038376485013707,0.67,4632.0,0.076,606.20041,606.20041,606.20041,0.1851452,0.0
Kepler-220 d,0.97527,28.122397,Kepler-220,0.014020760003518647,1.0038376485013707,0.67,4632.0,0.163,413.93221,413.93221,413.93221,0.1851452,0.0
Kepler-220 e,1.33399,45.902733,Kepler-220,0.014020760003518647,1.0038376485013707,0.67,4632.0,0.226,351.53519,351.53519,351.53519,0.1851452,0.0
Kepler-221 b,1.71513,2.795906,Kepler-221,0.014020760003518647,1.0038376485013707,0.82,5243.0,0.037,1087.9351,1087.9351,1087.9351,0.45523514,0.0
Kepler-221 c,2.92581,5.690586,Kepler-221,0.014020760003518647,1.0038376485013707,0.82,5243.0,0.059,861.54477,861.54477,861.54477,0.45523514,0.0
Kepler-221 d,2.73524,10.04156,Kepler-221,0.014020760003518647,1.0038376485013707,0.82,5243.0,0.087,709.48665,709.48665,709.48665,0.45523514,0.0
Kepler-221 e,2.63435,18.369917,Kepler-221,0.014020760003518647,1.0038376485013707,0.82,5243.0,0.13,580.40638,580.40638,580.40638,0.45523514,0.0
Kepler-222 b,3.16122,3.936981,Kepler-222,0.014020760003518647,1.0038376485013707,0.87,5433.0,0.048,1019.5201,1019.5201,1019.5201,0.59086188,0.0
Kepler-222 c,4.64094,10.08881,Kepler-222,0.014020760003518647,1.0038376485013707,0.87,5433.0,0.091,740.44995,740.44995,740.44995,0.59086188,0.0
Kepler-222 d,3.68809,28.081912,Kepler-222,0.014020760003518647,1.0038376485013707,0.87,5433.0,0.18,526.47791,526.47791,526.47791,0.59086188,0.0
Kepler-223 b,2.99307,7.38449,Kepler-223,0.014020760003518647,1.12,1.72,5490.154056235356,0.077288525,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
Kepler-223 c,3.44147,9.84564,Kepler-223,0.014020760003518647,1.12,1.72,5490.154056235356,0.094392337,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
Kepler-223 d,5.23507,14.78869,Kepler-223,0.014020760003518647,1.12,1.72,5490.154056235356,0.1225084,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
Kepler-223 e,4.5961,19.72567,Kepler-223,0.014020760003518647,1.12,1.72,5490.154056235356,0.14853695,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
Kepler-224 b,1.39004,3.132924,Kepler-224,0.014020760003518647,1.0038376485013707,0.68,5018.0,0.038,935.64346,935.64346,935.64346,0.26268127,0.0
Kepler-224 c,3.11638,5.925003,Kepler-224,0.014020760003518647,1.0038376485013707,0.68,5018.0,0.058,757.33528,757.33528,757.33528,0.26268127,0.0
Kepler-224 d,2.29805,11.349393,Kepler-224,0.014020760003518647,1.0038376485013707,0.68,5018.0,0.089,611.3743,611.3743,611.3743,0.26268127,0.0
Kepler-224 e,1.97296,18.643577,Kepler-224,0.014020760003518647,1.0038376485013707,0.68,5018.0,0.124,517.95418,517.95418,517.95418,0.26268127,0.0
Kepler-225 b,1.19947,6.738975,Kepler-225,0.014020760003518647,1.0038376485013707,0.48,3682.0,0.056,475.14642,475.14642,475.14642,0.03794078,0.0
Kepler-225 c,1.83844,18.794234,Kepler-225,0.014020760003518647,1.0038376485013707,0.48,3682.0,0.111,337.48928,337.48928,337.48928,0.03794078,0.0
Kepler-226 b,1.54698,3.940997,Kepler-226,0.014020760003518647,1.0038376485013707,0.8,5571.0,0.047,1013.086,1013.086,1013.086,0.55233333,0.0
Kepler-226 c,2.27563,5.349555,Kepler-226,0.014020760003518647,1.0038376485013707,0.8,5571.0,0.058,911.97142,911.97142,911.97142,0.55233333,0.0
Kepler-226 d,1.22189,8.109044,Kepler-226,0.014020760003518647,1.0038376485013707,0.8,5571.0,0.076,796.68828,796.68828,796.68828,0.55233333,0.0
Kepler-227 b,3.10517,9.488015,Kepler-227,0.014020760003518647,1.0038376485013707,1.09,5854.0,0.09,897.96991,897.96991,897.96991,1.2501223,0.0
Kepler-227 c,3.03791,54.418694,Kepler-227,0.014020760003518647,1.0038376485013707,1.09,5854.0,0.29,500.24648,500.24648,500.24648,1.2501223,0.0
Kepler-228 b,1.52456,2.566546,Kepler-228,0.014020760003518647,1.0038376485013707,1.01,6043.0,0.038,1373.215,1373.215,1373.215,1.2188262,0.0
Kepler-228 c,2.70161,4.134444,Kepler-228,0.014020760003518647,1.0038376485013707,1.01,6043.0,0.052,1173.8935,1173.8935,1173.8935,1.2188262,0.0
Kepler-228 d,4.0356,11.094286,Kepler-228,0.014020760003518647,1.0038376485013707,1.01,6043.0,0.101,842.30556,842.30556,842.30556,1.2188262,0.0
Kepler-229 b,2.19716,6.252972,Kepler-229,0.014020760003518647,1.0038376485013707,0.73,5120.0,0.062,774.37731,774.37731,774.37731,0.32810603,0.0
Kepler-229 c,4.92119,16.068638,Kepler-229,0.014020760003518647,1.0038376485013707,0.73,5120.0,0.117,563.70973,563.70973,563.70973,0.32810603,0.0
Kepler-229 d,3.84503,41.194912,Kepler-229,0.014020760003518647,1.0038376485013707,0.73,5120.0,0.22,411.0902,411.0902,411.0902,0.32810603,0.0
Kepler-23 b,1.9057,7.1073,Kepler-23,0.014020760003518647,1.0038376485013707,1.55,5828.0,0.075,1167.809,1167.809,1167.809,2.4833059,0.0
Kepler-23 c,3.19485,10.7421,Kepler-23,0.014020760003518647,1.0038376485013707,1.55,5828.0,0.099,1016.4473,1016.4473,1016.4473,2.4833059,0.0
Kepler-23 d,2.19716,15.274299,Kepler-23,0.014020760003518647,1.0038376485013707,1.55,5828.0,0.124,908.22117,908.22117,908.22117,2.4833059,0.0
Kepler-230 b,4.2598,32.625555,Kepler-230,0.014020760003518647,1.0038376485013707,0.82,5588.0,0.191,510.34482,510.34482,510.34482,0.58741082,0.0
Kepler-230 c,2.04022,91.773242,Kepler-230,0.014020760003518647,1.0038376485013707,0.82,5588.0,0.38,361.81669,361.81669,361.81669,0.58741082,0.0
Kepler-231 b,1.72634,10.065275,Kepler-231,0.014020760003518647,1.0038376485013707,0.49,3767.0,0.074,427.26259,427.26259,427.26259,0.04331749,0.0
Kepler-231 c,1.92812,19.271566,Kepler-231,0.014020760003518647,1.0038376485013707,0.49,3767.0,0.114,344.2376,344.2376,344.2376,0.04331749,0.0
Kepler-232 b,3.08275,4.431222,Kepler-232,0.014020760003518647,1.0038376485013707,0.97,5847.0,0.054,1092.293,1092.293,1092.293,0.98529094,0.0
Kepler-232 c,3.83382,11.379349,Kepler-232,0.014020760003518647,1.0038376485013707,0.97,5847.0,0.101,798.68466,798.68466,798.68466,0.98529094,0.0
Kepler-233 b,2.43257,8.472382,Kepler-233,0.014020760003518647,1.0038376485013707,0.76,5360.0,0.077,742.23819,742.23819,742.23819,0.42714467,0.0
Kepler-233 c,2.71282,60.418955,Kepler-233,0.014020760003518647,1.0038376485013707,0.76,5360.0,0.287,384.45694,384.45694,384.45694,0.42714467,0.0
Kepler-234 b,3.6993,2.711506,Kepler-234,0.014020760003518647,1.0038376485013707,1.11,6224.0,0.04,1445.1674,1445.1674,1445.1674,1.656582,0.0
Kepler-234 c,3.50873,7.21205,Kepler-234,0.014020760003518647,1.0038376485013707,1.11,6224.0,0.077,1041.6043,1041.6043,1041.6043,1.656582,0.0
Kepler-235 b,2.23079,3.340222,Kepler-235,0.014020760003518647,1.0038376485013707,0.55,4255.0,0.037,723.09793,723.09793,723.09793,0.088840764,0.0
Kepler-235 c,1.27794,7.824904,Kepler-235,0.014020760003518647,1.0038376485013707,0.55,4255.0,0.065,545.55847,545.55847,545.55847,0.088840764,0.0
Kepler-235 d,2.05143,20.060548,Kepler-235,0.014020760003518647,1.0038376485013707,0.55,4255.0,0.122,398.21541,398.21541,398.21541,0.088840764,0.0
Kepler-235 e,2.21958,46.183669,Kepler-235,0.014020760003518647,1.0038376485013707,0.55,4255.0,0.213,301.37566,301.37566,301.37566,0.088840764,0.0
Kepler-236 b,1.5694,8.295611,Kepler-236,0.014020760003518647,1.0038376485013707,0.51,3750.0,0.065,462.99548,462.99548,462.99548,0.046084414,0.0
Kepler-236 c,1.99538,23.968127,Kepler-236,0.014020760003518647,1.0038376485013707,0.51,3750.0,0.132,324.89757,324.89757,324.89757,0.046084414,0.0
Kepler-237 b,1.41246,4.715106,Kepler-237,0.014020760003518647,1.0038376485013707,0.72,4861.0,0.05,813.06251,813.06251,813.06251,0.25933201,0.0
Kepler-237 c,2.08506,8.103636,Kepler-237,0.014020760003518647,1.0038376485013707,0.72,4861.0,0.071,682.3069,682.3069,682.3069,0.25933201,0.0
Kepler-238 b,1.72634,2.090876,Kepler-238,0.014020760003518647,1.0038376485013707,1.43,5751.0,0.034,1643.9515,1643.9515,1643.9515,2.0041683,0.0
Kepler-238 c,2.38773,6.155557,Kepler-238,0.014020760003518647,1.0038376485013707,1.43,5751.0,0.069,1153.995,1153.995,1153.995,2.0041683,0.0
Kepler-238 d,3.07154,13.233549,Kepler-238,0.014020760003518647,1.0038376485013707,1.43,5751.0,0.115,893.88065,893.88065,893.88065,2.0041683,0.0
Kepler-238 e,5.605,23.654,Kepler-238,0.014020760003518647,1.0038376485013707,1.43,5751.0,4.047676734610659,804.1932016099973,793.683031961247,824.9372727000268,2.0041683,0.0
Kepler-238 f,1.99538,50.447,Kepler-238,0.014020760003518647,1.0038376485013707,1.43,5751.0,4.047676734610659,804.1932016099973,793.683031961247,824.9372727000268,2.0041683,0.0
Kepler-239 b,2.33168,11.763051,Kepler-239,0.014020760003518647,1.0038376485013707,0.76,4914.0,0.095,612.62853,612.62853,612.62853,0.30175636,0.0
Kepler-239 c,2.51104,56.228098,Kepler-239,0.014020760003518647,1.0038376485013707,0.76,4914.0,0.268,364.74691,364.74691,364.74691,0.30175636,0.0
Kepler-24 b,2.39894,8.1453,Kepler-24,0.014020760003518647,1.0038376485013707,1.29,5897.0,0.08,1043.7538,1043.7538,1043.7538,1.8029869,0.0
Kepler-24 c,2.8025,12.3335,Kepler-24,0.014020760003518647,1.0038376485013707,1.29,5897.0,0.106,906.75534,906.75534,906.75534,1.8029869,0.0
Kepler-24 d,1.67029,4.244384,Kepler-24,0.014020760003518647,1.0038376485013707,1.29,5897.0,0.051,1307.2479,1307.2479,1307.2479,1.8029869,0.0
Kepler-24 e,2.78008,18.998355,Kepler-24,0.014020760003518647,1.0038376485013707,1.29,5897.0,0.138,794.70055,794.70055,794.70055,1.8029869,0.0
Kepler-240 b,1.36762,4.144495,Kepler-240,0.014020760003518647,1.0038376485013707,0.74,4985.0,0.048,862.73512,862.73512,862.73512,0.30297915,0.0
Kepler-240 c,2.19716,7.953528,Kepler-240,0.014020760003518647,1.0038376485013707,0.74,4985.0,0.074,694.83588,694.83588,694.83588,0.30297915,0.0
Kepler-241 b,2.33168,12.718092,Kepler-241,0.014020760003518647,1.0038376485013707,0.67,4699.0,0.094,552.9629,552.9629,552.9629,0.19609207,0.0
Kepler-241 c,2.56709,36.065978,Kepler-241,0.014020760003518647,1.0038376485013707,0.67,4699.0,0.189,389.96804,389.96804,389.96804,0.19609207,0.0
Kepler-242 b,2.61193,8.20395,Kepler-242,0.014020760003518647,1.0038376485013707,0.85,5020.0,0.075,744.90282,744.90282,744.90282,0.41109422,0.0
Kepler-242 c,1.99538,14.496481,Kepler-242,0.014020760003518647,1.0038376485013707,0.85,5020.0,0.109,617.8983,617.8983,617.8983,0.41109422,0.0
Kepler-243 b,2.45499,5.715442,Kepler-243,0.014020760003518647,1.0038376485013707,0.84,5228.0,0.062,848.19645,848.19645,848.19645,0.4722691,0.0
Kepler-243 c,1.99538,20.026218,Kepler-243,0.014020760003518647,1.0038376485013707,0.84,5228.0,0.142,560.46451,560.46451,560.46451,0.4722691,0.0
Kepler-244 b,2.75766,4.311792,Kepler-244,0.014020760003518647,1.0038376485013707,0.8,5554.0,0.05,979.226,979.226,979.226,0.54562231,0.0
Kepler-244 c,2.05143,9.767292,Kepler-244,0.014020760003518647,1.0038376485013707,0.8,5554.0,0.087,742.34932,742.34932,742.34932,0.54562231,0.0
Kepler-244 d,2.30926,20.050401,Kepler-244,0.014020760003518647,1.0038376485013707,0.8,5554.0,0.14,585.19947,585.19947,585.19947,0.54562231,0.0
Kepler-245 b,2.56709,7.49019,Kepler-245,0.014020760003518647,1.0038376485013707,0.8,5100.0,0.071,754.57614,754.57614,754.57614,0.38792639,0.0
Kepler-245 c,2.17474,17.460812,Kepler-245,0.014020760003518647,1.0038376485013707,0.8,5100.0,0.124,570.98066,570.98066,570.98066,0.38792639,0.0
Kepler-245 d,3.0267,36.277108,Kepler-245,0.014020760003518647,1.0038376485013707,0.8,5100.0,0.202,447.35939,447.35939,447.35939,0.38792639,0.0
Kepler-245 e,1.74876,3.2198211,Kepler-245,0.014020760003518647,1.0038376485013707,0.8,5100.0,4.047676734610659,804.1932016099973,793.683031961247,824.9372727000268,0.38792639,0.0
Kepler-246 b,2.34289,4.60182,Kepler-246,0.014020760003518647,1.0038376485013707,0.83,5206.0,0.052,916.76623,916.76623,916.76623,0.45337909,0.0
Kepler-246 c,1.50214,11.187161,Kepler-246,0.014020760003518647,1.0038376485013707,0.83,5206.0,0.095,678.26355,678.26355,678.26355,0.45337909,0.0
Kepler-247 b,1.63666,3.33616,Kepler-247,0.014020760003518647,1.0038376485013707,0.77,5100.0,0.042,962.51602,962.51602,962.51602,0.35937743,0.0
Kepler-247 c,4.09165,9.439452,Kepler-247,0.014020760003518647,1.0038376485013707,0.77,5100.0,0.084,680.6016,680.6016,680.6016,0.35937743,0.0
Kepler-247 d,3.94592,20.477912,Kepler-247,0.014020760003518647,1.0038376485013707,0.77,5100.0,0.14,527.19173,527.19173,527.19173,0.35937743,0.0
Kepler-248 b,3.01549,6.308205,Kepler-248,0.014020760003518647,1.0038376485013707,0.83,5190.0,0.066,811.24402,811.24402,811.24402,0.44783111,0.0
Kepler-248 c,4.06923,16.239494,Kepler-248,0.014020760003518647,1.0038376485013707,0.83,5190.0,0.123,594.25237,594.25237,594.25237,0.44783111,0.0
Kepler-249 b,1.08737,3.306539,Kepler-249,0.014020760003518647,1.0038376485013707,0.48,3568.0,0.035,582.40958,582.40958,582.40958,0.033455729,0.0
Kepler-249 c,1.51335,7.113702,Kepler-249,0.014020760003518647,1.0038376485013707,0.48,3568.0,0.058,452.42702,452.42702,452.42702,0.033455729,0.0
Kepler-249 d,1.5694,15.368459,Kepler-249,0.014020760003518647,1.0038376485013707,0.48,3568.0,0.097,349.8458,349.8458,349.8458,0.033455729,0.0
Kepler-25 b,2.74645,6.238297,Kepler-25,-0.04,1.19,1.31,6270.0,0.070264787,1193.3067,1191.5808,1195.0414,2.3763007,0.0
Kepler-25 c,5.21265,12.7207,Kepler-25,-0.04,1.19,1.31,6270.0,0.11299016,941.02891,938.17403,943.91445,2.3763007,0.0
Kepler-25 d,4.191425871296591,122.4,Kepler-25,-0.04,1.19,1.31,6270.0,0.51546662,441.96344,416.20563,474.33759,2.3763007,0.0
Kepler-250 b,1.13221,4.148141,Kepler-250,0.014020760003518647,1.0038376485013707,0.81,5160.0,0.048,934.30498,934.30498,934.30498,0.41673261,0.0
Kepler-250 c,2.27563,7.156804,Kepler-250,0.014020760003518647,1.0038376485013707,0.81,5160.0,0.069,779.26422,779.26422,779.26422,0.41673261,0.0
Kepler-250 d,2.17474,17.648312,Kepler-250,0.014020760003518647,1.0038376485013707,0.81,5160.0,0.127,574.39073,574.39073,574.39073,0.41673261,0.0
Kepler-251 b,1.33399,4.790936,Kepler-251,0.014020760003518647,1.0038376485013707,0.89,5526.0,0.053,998.1252,998.1252,998.1252,0.66177778,0.0
Kepler-251 c,2.76887,16.514043,Kepler-251,0.014020760003518647,1.0038376485013707,0.89,5526.0,0.122,657.87448,657.87448,657.87448,0.66177778,0.0
Kepler-251 d,2.76887,30.133001,Kepler-251,0.014020760003518647,1.0038376485013707,0.89,5526.0,0.182,538.62594,538.62594,538.62594,0.66177778,0.0
Kepler-251 e,2.76887,99.640161,Kepler-251,0.014020760003518647,1.0038376485013707,0.89,5526.0,0.404,361.51995,361.51995,361.51995,0.66177778,0.0
Kepler-252 b,1.2331,6.668391,Kepler-252,0.014020760003518647,1.0038376485013707,0.55,4208.0,0.058,571.16311,571.16311,571.16311,0.084980044,0.0
Kepler-252 c,2.15232,10.848463,Kepler-252,0.014020760003518647,1.0038376485013707,0.55,4208.0,0.08,486.32786,486.32786,486.32786,0.084980044,0.0
Kepler-253 b,1.62545,3.783986,Kepler-253,0.014020760003518647,1.0038376485013707,0.79,5208.0,0.046,951.31135,951.31135,951.31135,0.41136443,0.0
Kepler-253 c,2.64556,10.281951,Kepler-253,0.014020760003518647,1.0038376485013707,0.79,5208.0,0.089,683.92202,683.92202,683.92202,0.41136443,0.0
Kepler-253 d,3.17243,18.119869,Kepler-253,0.014020760003518647,1.0038376485013707,0.79,5208.0,0.13,565.88726,565.88726,565.88726,0.41136443,0.0
Kepler-254 b,3.86745,5.826662,Kepler-254,0.014020760003518647,1.0038376485013707,0.91,5957.0,0.064,990.09161,990.09161,990.09161,0.93429028,0.0
